"id","YearOfBirth","US_State","Education","Sex","PoliticalParty","Ideology","Condition","StartDate_T1T2","EndDate_T1T2","Duration_Total_T1T2","StartDate_T3","EndDate_T3","Duration_Total_T3","Duration_Filler_T1T2","Duration_Consensus_T1T2","Duration_Inoculation_T1T2","Duration_Misinfo_T3","AttentionCheck1_T1T2","AttentionCheck2_T3","Belief.T1","HumanCausation.T1","PSC.T1","Worry.T1","SupportForAction.T1","Belief.T2","HumanCausation.T2","PSC.T2","Worry.T2","SupportForAction.T2","Belief.T3","HumanCausation.T3","PSC.T3","Worry.T3","SupportForAction.T3","Complete","Consensus","Misinfo","Inoculation","PSC_Diff_T2T1","PSC_Diff_T3T2","PSC_Diff_T3T1","Belief_Diff_T2T1","Belief_Diff_T3T2","Belief_Diff_T3T1","HumanCausation_Diff_T2T1","HumanCausation_Diff_T3T2","HumanCausation_Diff_T3T1","Worry_Diff_T2T1","Worry_Diff_T3T2","Worry_Diff_T3T1","SupportForAction_Diff_T2T1","SupportForAction_Diff_T3T2","SupportForAction_Diff_T3T1","Education_Category","Age","Age_Category","Ideology_Category"
134,1981,"Iowa","4","Male","Democrat",2,"Balanced","2019-06-23 17:40:16","2019-06-23 17:42:48",152,"2019-07-01 04:29:29","2019-07-01 04:31:09",99,NA,7.259,NA,26.426,"blue","magenta",7,6,90,5,6,7,6,97,6,6,7,6,97,5,6,1,1,1,0,7,0,7,0,0,0,0,0,0,1,-1,0,0,0,0,"Undergraduate degree",38,"30-49","Liberal"
135,1993,"Indiana","4","Female","Democrat",3,"Balanced","2019-06-23 17:47:11","2019-06-23 17:50:02",171,NA,NA,NA,NA,6.017,NA,NA,"blue",NA,7,6,98,7,7,7,6,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,-1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",26,"18-29","Liberal"
136,1957,"Ohio","4","Female","Democrat",2,"Consensus","2019-06-23 16:53:36","2019-06-23 16:58:07",270,"2019-06-30 12:40:47","2019-06-30 12:42:16",88,NA,8.201,NA,NA,"blue","magenta",7,7,99,7,7,7,7,97,7,7,7,7,99,7,7,1,1,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",62,"50+","Liberal"
137,1965,"Ohio","4","Female","Democrat",2,"Consensus","2019-06-23 18:02:42","2019-06-23 18:06:15",212,"2019-06-30 14:40:15","2019-06-30 14:43:50",215,NA,10.216,NA,NA,"blue","magenta",6,6,91,6,7,6,6,96,6,6,7,7,97,6,7,1,1,0,0,5,1,6,0,1,1,0,1,1,0,0,0,-1,1,0,"Undergraduate degree",54,"50+","Liberal"
138,1991,"Oklahoma","4","Female","Other",5,"Inoculation","2019-06-23 17:39:39","2019-06-23 17:43:24",224,"2019-06-30 16:05:28","2019-06-30 16:08:12",164,NA,NA,59.487,28.182,"blue","magenta",5,4,64,5,5,5,5,83,5,5,5,4,86,4,5,1,1,1,1,19,3,22,0,0,0,1,-1,0,0,-1,-1,0,0,0,"Undergraduate degree",28,"18-29","Conservative"
139,1973,"California","4","Female","Other",1,"Control","2019-06-23 17:20:30","2019-06-23 17:24:02",211,"2019-06-30 15:14:58","2019-06-30 15:16:52",114,24.669,NA,NA,NA,"blue","magenta",7,6,100,7,7,7,6,100,7,7,7,6,99,7,7,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",46,"30-49","Liberal"
140,1971,"Alabama","3","Female","Democrat",4,"Consensus","2019-06-23 17:36:00","2019-06-23 17:40:30",269,"2019-06-30 17:23:15","2019-06-30 17:26:15",179,NA,9.4,NA,NA,"blue","magenta",5,4,86,6,6,7,7,97,7,7,7,4,85,6,6,1,1,0,0,11,-12,-1,2,0,2,3,-3,0,1,-1,0,1,-1,0,"Some college",48,"30-49","Moderate"
141,1992,"Texas","5","Male","Republican",5,"Control","2019-06-23 17:38:25","2019-06-23 17:42:33",248,"2019-06-30 13:42:44","2019-06-30 13:43:49",64,29.113,NA,NA,NA,"blue","magenta",7,6,96,5,6,6,6,95,6,7,6,7,97,6,7,1,0,0,0,-1,2,1,-1,0,-1,0,1,1,1,0,1,1,0,1,"Graduate degree",27,"18-29","Conservative"
142,1973,"Oklahoma","4","Female","Democrat",2,"Inoculation","2019-06-23 17:59:49","2019-06-23 18:04:33",283,NA,NA,NA,NA,NA,63.042,NA,"blue",NA,7,7,95,5,7,7,7,97,6,7,NA,NA,NA,NA,NA,0,1,0,1,2,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,"Undergraduate degree",46,"30-49","Liberal"
143,1969,"Texas","5","Male","Democrat",3,"Control","2019-06-23 17:42:49","2019-06-23 17:45:58",188,"2019-06-30 18:52:17","2019-06-30 18:53:13",56,19.171,NA,NA,NA,"blue","magenta",7,6,99,7,7,7,6,99,7,7,7,6,100,7,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",50,"50+","Liberal"
144,1988,"Florida","3","Female","Democrat",1,"Control","2019-06-23 17:45:39","2019-06-23 17:48:02",143,"2019-06-30 13:00:44","2019-06-30 13:01:43",59,21.1,NA,NA,NA,"blue","magenta",7,6,63,5,7,7,6,63,5,7,7,6,70,6,7,1,0,0,0,0,7,7,0,0,0,0,0,0,0,1,1,0,0,0,"Some college",31,"30-49","Liberal"
145,1996,"Florida","4","Female","Democrat",2,"Control","2019-06-23 17:17:13","2019-06-23 17:20:58",224,"2019-06-30 19:04:26","2019-06-30 19:05:56",90,23.468,NA,NA,NA,"blue","magenta",7,6,97,7,7,7,6,97,7,7,7,5,97,6,7,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,"Undergraduate degree",23,"18-29","Liberal"
146,1974,"Texas","4","Male","Independent",4,"Balanced","2019-06-23 17:20:10","2019-06-23 17:23:27",196,"2019-06-30 14:15:35","2019-06-30 14:18:26",170,NA,6.505,NA,42.349,"blue","magenta",2,4,61,1,4,1,4,60,1,4,2,2,60,1,4,1,1,1,0,-1,0,-1,-1,1,0,0,-2,-2,0,0,0,0,0,0,"Undergraduate degree",45,"30-49","Moderate"
147,1995,"California","4","Male","Democrat",3,"Control","2019-06-23 18:04:45","2019-06-23 18:07:52",187,"2019-06-30 16:25:20","2019-06-30 16:26:26",65,13.062,NA,NA,NA,"blue","magenta",7,7,85,7,7,7,7,85,7,7,7,6,95,7,7,1,0,0,0,0,10,10,0,0,0,0,-1,-1,0,0,0,0,0,0,"Undergraduate degree",24,"18-29","Liberal"
148,1996,"Illinois","4","Female","Democrat",2,"Control","2019-06-23 17:58:04","2019-06-23 18:00:18",134,"2019-06-30 17:41:32","2019-06-30 17:42:29",56,20.825,NA,NA,NA,"blue","magenta",7,6,95,7,7,7,7,95,7,7,7,7,96,7,7,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"Undergraduate degree",23,"18-29","Liberal"
149,1980,"Michigan","4","Male","Democrat",3,"Control","2019-06-23 17:50:54","2019-06-23 17:52:53",119,"2019-06-30 20:51:05","2019-06-30 20:51:47",42,20.928,NA,NA,NA,"blue","magenta",6,5,90,5,6,6,6,88,6,6,6,6,83,5,7,1,0,0,0,-2,-5,-7,0,0,0,1,0,1,1,-1,0,0,1,1,"Undergraduate degree",39,"30-49","Liberal"
150,1997,"New York","2","Male","Democrat",2,"Inoculation","2019-06-23 17:56:55","2019-06-23 17:59:36",160,"2019-06-30 16:21:12","2019-06-30 16:22:37",85,NA,NA,37.726,27.578,"blue","magenta",7,7,97,6,7,7,7,97,7,7,7,7,97,7,7,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"High school graduate",22,"18-29","Liberal"
151,1989,"Georgia","2","Female","Other",2,"Balanced","2019-06-23 17:12:22","2019-06-23 17:17:30",308,"2019-06-30 13:12:26","2019-06-30 13:16:17",231,NA,17.041,NA,78.358,"blue","magenta",6,4,75,4,6,6,4,97,4,5,5,4,97,4,5,1,1,1,0,22,0,22,0,-1,-1,0,0,0,0,0,0,-1,0,-1,"High school graduate",30,"30-49","Liberal"
152,1997,"Alabama","4","Female","Other",4,"Balanced","2019-06-23 17:49:39","2019-06-23 17:51:47",127,"2019-06-30 17:40:26","2019-06-30 17:41:37",71,NA,6.078,NA,26.26,"blue","magenta",7,6,90,6,7,7,6,95,6,7,6,6,81,6,6,1,1,1,0,5,-14,-9,0,-1,-1,0,0,0,0,0,0,0,-1,-1,"Undergraduate degree",22,"18-29","Moderate"
153,1988,"New Hampshire","4","Female","Independent",2,"Consensus","2019-06-23 17:49:11","2019-06-23 17:54:02",291,"2019-06-30 12:25:55","2019-06-30 12:28:07",132,NA,7.229,NA,NA,"blue","magenta",7,5,100,7,7,7,5,97,7,7,7,6,97,7,7,1,1,0,0,-3,0,-3,0,0,0,0,1,1,0,0,0,0,0,0,"Undergraduate degree",31,"30-49","Liberal"
154,1994,"New York","5","Male","Democrat",1,"Consensus","2019-06-23 17:36:29","2019-06-23 17:38:34",124,"2019-06-30 12:22:24","2019-06-30 12:23:25",61,NA,6.32,NA,NA,"blue","magenta",7,6,97,7,7,7,6,97,7,7,7,6,96,7,7,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",25,"18-29","Liberal"
155,1994,"Michigan","3","Male","Independent",3,"Inoculation","2019-06-23 18:02:22","2019-06-23 18:06:07",224,"2019-06-30 14:51:47","2019-06-30 14:53:19",92,NA,NA,45.779,29.485,"blue","magenta",7,6,95,6,7,7,6,97,7,7,7,6,97,7,7,1,1,1,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,"Some college",25,"18-29","Liberal"
156,1992,"North Carolina","5","Female","Democrat",2,"Balanced","2019-06-23 16:30:09","2019-06-23 16:33:32",202,"2019-06-30 16:50:12","2019-06-30 16:54:15",242,NA,10.928,NA,59.251,"blue","magenta",7,6,97,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",27,"18-29","Liberal"
157,1986,"Illinois","5","Male","Independent",4,"Consensus","2019-06-23 17:07:07","2019-06-23 17:10:39",212,"2019-06-30 23:52:56","2019-06-30 23:53:43",47,NA,6.413,NA,NA,"blue","magenta",7,7,97,6,7,7,7,97,6,7,7,7,97,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",33,"30-49","Moderate"
158,1992,"New York","4","Male","Independent",2,"Consensus","2019-06-23 16:55:35","2019-06-23 16:59:37",241,"2019-06-30 16:39:07","2019-06-30 16:41:24",137,NA,8.925,NA,NA,"blue","magenta",7,6,95,6,7,7,6,97,6,7,7,6,95,6,7,1,1,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",27,"18-29","Liberal"
159,1977,"New Jersey","3","Male","Republican",5,"Balanced","2019-06-23 17:23:56","2019-06-23 17:27:04",187,"2019-07-01 14:29:29","2019-07-01 14:31:20",110,NA,6.655,NA,34.164,"blue","magenta",7,6,97,5,6,7,5,97,6,6,6,5,97,6,6,1,1,1,0,0,0,0,0,-1,-1,-1,0,-1,1,0,1,0,0,0,"Some college",42,"30-49","Conservative"
160,1986,"Indiana","4","Male","Independent",6,"Balanced","2019-06-23 17:42:41","2019-06-23 17:46:14",213,"2019-06-30 12:15:02","2019-06-30 12:18:35",213,NA,6.462,NA,29.472,"blue","magenta",4,3,77,3,5,4,3,97,3,5,4,3,85,4,5,1,1,1,0,20,-12,8,0,0,0,0,0,0,0,1,1,0,0,0,"Undergraduate degree",33,"30-49","Conservative"
161,1982,"New York","5","Female","Democrat",1,"Inoculation","2019-06-23 18:03:32","2019-06-23 18:07:35",243,"2019-06-30 17:03:56","2019-06-30 17:08:02",246,NA,NA,105.815,39.927,"puce","magenta",7,7,100,7,7,7,7,97,7,7,7,7,97,7,7,1,1,1,1,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",37,"30-49","Liberal"
162,1959,"Kentucky","3","Female","Republican",7,"Consensus","2019-06-23 17:50:11","2019-06-23 17:55:22",311,"2019-06-30 16:31:02","2019-06-30 16:33:15",132,NA,7.437,NA,NA,"blue","magenta",5,1,8,1,4,4,1,97,1,2,5,3,81,2,5,1,1,0,0,89,-16,73,-1,1,0,0,2,2,0,1,1,-2,3,1,"Some college",60,"50+","Conservative"
163,1985,"Illinois","3","Female","Republican",5,"Inoculation","2019-06-23 18:02:53","2019-06-23 18:08:55",361,"2019-06-30 17:57:26","2019-06-30 18:00:36",189,NA,NA,108.088,29.342,"blue","magenta",4,4,35,4,5,3,3,27,3,3,4,4,91,3,4,1,1,1,1,-8,64,56,-1,1,0,-1,1,0,-1,0,-1,-2,1,-1,"Some college",34,"30-49","Conservative"
164,1988,"Indiana","3","Male","Democrat",1,"Control","2019-06-23 16:59:07","2019-06-23 17:02:49",222,"2019-06-30 14:27:45","2019-06-30 14:29:17",91,24.694,NA,NA,NA,"blue","magenta",7,7,99,7,7,7,7,99,7,7,7,7,99,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",31,"30-49","Liberal"
165,1998,"California","3","Male","Democrat",3,"Balanced","2019-06-23 18:02:15","2019-06-23 18:04:15",120,NA,NA,NA,NA,5.765,NA,NA,"blue",NA,6,6,80,6,6,6,7,97,6,6,NA,NA,NA,NA,NA,0,1,0,0,17,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,"Some college",21,"18-29","Liberal"
166,1987,"Texas","2","Male","Other",4,"Inoculation","2019-06-23 17:05:04","2019-06-23 17:09:13",249,"2019-06-30 17:40:21","2019-06-30 17:42:08",107,NA,NA,23.532,31.562,"blue","magenta",7,6,75,6,6,7,6,95,6,6,7,5,75,5,6,1,1,1,1,20,-20,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,"High school graduate",32,"30-49","Moderate"
167,1989,"Massachusetts","2","Female","Democrat",2,"Inoculation","2019-06-23 16:34:41","2019-06-23 16:37:49",187,"2019-07-01 18:14:11","2019-07-01 18:15:49",97,NA,NA,24.61,25.801,"blue","magenta",7,5,82,7,7,7,6,60,7,7,7,6,97,7,7,1,1,1,1,-22,37,15,0,0,0,1,0,1,0,0,0,0,0,0,"High school graduate",30,"30-49","Liberal"
168,1993,"Utah","4","Male","Democrat",2,"Consensus","2019-06-23 16:23:11","2019-06-23 16:27:30",259,"2019-06-30 17:26:55","2019-06-30 17:28:10",74,NA,5.974,NA,NA,"blue","magenta",7,6,99,7,7,7,6,97,7,7,7,6,96,7,7,1,1,0,0,-2,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",26,"18-29","Liberal"
169,1990,"Texas","4","Female","Independent",3,"Inoculation","2019-06-23 17:10:22","2019-06-23 17:15:32",309,"2019-07-01 04:38:09","2019-07-01 04:40:06",117,NA,NA,72.583,31.739,"blue","magenta",7,6,85,7,7,7,6,97,7,7,7,5,97,7,7,1,1,1,1,12,0,12,0,0,0,0,-1,-1,0,0,0,0,0,0,"Undergraduate degree",29,"18-29","Liberal"
170,1996,"Maryland","2","Female","Independent",3,"Balanced","2019-06-23 17:06:20","2019-06-23 17:15:03",522,"2019-06-30 12:29:46","2019-06-30 12:32:53",187,NA,6.661,NA,54.573,"blue","magenta",7,7,83,7,7,7,7,97,7,7,7,7,82,7,7,1,1,1,0,14,-15,-1,0,0,0,0,0,0,0,0,0,0,0,0,"High school graduate",23,"18-29","Liberal"
171,1993,"New York","4","Female","Democrat",2,"Balanced","2019-06-23 17:29:21","2019-06-23 17:32:38",197,NA,NA,NA,NA,6.517,NA,NA,"blue",NA,7,6,100,7,7,7,7,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,-3,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",26,"18-29","Liberal"
172,1993,"Alabama","4","Male","Democrat",4,"Balanced","2019-06-23 17:46:52","2019-06-23 17:49:13",141,"2019-06-30 16:56:32","2019-06-30 16:58:21",109,NA,8.798,NA,36.895,"blue","magenta",7,6,100,3,7,7,6,97,7,7,6,7,3,3,4,1,1,1,0,-3,-94,-97,0,-1,-1,0,1,1,4,-4,0,0,-3,-3,"Undergraduate degree",26,"18-29","Moderate"
173,1998,"Illinois","3","Female","Other",1,"Consensus","2019-06-23 17:20:29","2019-06-23 17:23:49",200,NA,NA,NA,NA,8.965,NA,NA,"blue",NA,7,6,95,7,6,7,6,97,7,6,NA,NA,NA,NA,NA,0,1,0,0,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",21,"18-29","Liberal"
174,1998,"Texas","3","Male","Independent",4,"Consensus","2019-06-23 16:31:07","2019-06-23 16:33:39",151,"2019-06-30 18:56:47","2019-06-30 18:57:59",71,NA,5.646,NA,NA,"blue","magenta",6,6,80,4,7,6,6,97,4,7,7,6,90,5,5,1,1,0,0,17,-7,10,0,1,1,0,0,0,0,1,1,0,-2,-2,"Some college",21,"18-29","Moderate"
175,1982,"California","4","Male","Other",6,"Inoculation","2019-06-23 17:05:18","2019-06-23 17:08:08",169,"2019-06-30 16:53:11","2019-06-30 16:55:31",140,NA,NA,22.998,26.641,"blue","magenta",5,4,69,5,5,6,4,97,5,6,7,4,50,4,6,1,1,1,1,28,-47,-19,1,1,2,0,0,0,0,-1,-1,1,0,1,"Undergraduate degree",37,"30-49","Conservative"
176,1991,"Michigan","5","Female","Democrat",2,"Consensus","2019-06-23 17:11:05","2019-06-23 17:14:47",221,NA,NA,NA,NA,6.42,NA,NA,"blue",NA,7,6,74,7,7,7,6,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,23,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",28,"18-29","Liberal"
177,1998,"Texas","3","Male","Independent",1,"Balanced","2019-06-23 17:24:05","2019-06-23 17:26:11",125,"2019-06-30 15:18:32","2019-06-30 15:20:16",103,NA,6.042,NA,26.297,"blue","magenta",5,6,50,5,7,6,5,97,5,7,6,6,97,5,7,1,1,1,0,47,0,47,1,0,1,-1,1,0,0,0,0,0,0,0,"Some college",21,"18-29","Liberal"
178,1984,"Colorado","3","Female","Democrat",3,"Balanced","2019-06-23 17:35:51","2019-06-23 17:40:11",259,"2019-06-30 18:15:47","2019-06-30 18:19:53",245,NA,9.149,NA,83.929,"blue","magenta",6,6,85,6,6,6,6,85,6,6,6,6,85,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",35,"30-49","Liberal"
179,1959,"Florida","3","Female","Independent",4,"Balanced","2019-06-23 17:23:51","2019-06-23 17:30:02",370,"2019-06-30 12:54:09","2019-06-30 12:57:55",225,NA,21.049,NA,54.078,"blue","magenta",7,4,60,7,7,7,7,97,7,7,6,6,63,5,6,1,1,1,0,37,-34,3,0,-1,-1,3,-1,2,0,-2,-2,0,-1,-1,"Some college",60,"50+","Moderate"
180,2001,"New York","2","Female","Democrat",2,"Consensus","2019-06-23 17:28:25","2019-06-23 17:30:22",116,"2019-06-30 18:08:42","2019-06-30 18:09:36",54,NA,6.334,NA,NA,"blue","magenta",7,7,100,4,7,7,7,97,5,7,7,7,97,4,7,1,1,0,0,-3,0,-3,0,0,0,0,0,0,1,-1,0,0,0,0,"High school graduate",18,"18-29","Liberal"
181,2000,"California","3","Female","Democrat",2,"Inoculation","2019-06-23 16:47:18","2019-06-23 16:52:33",315,"2019-06-30 12:43:35","2019-06-30 12:45:40",124,NA,NA,37.081,46.322,"blue","magenta",7,6,95,6,6,7,6,97,6,6,7,6,97,6,6,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",19,"18-29","Liberal"
182,1994,"Ohio","4","Male","Democrat",2,"Control","2019-06-23 17:59:04","2019-06-23 18:01:10",125,"2019-06-30 14:38:48","2019-06-30 14:39:48",60,14.367,NA,NA,NA,"blue","magenta",7,6,97,6,7,7,6,97,6,7,7,7,97,7,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,"Undergraduate degree",25,"18-29","Liberal"
183,1963,"Ohio","2","Female","Other",4,"Control","2019-06-23 18:01:59","2019-06-23 18:05:55",235,"2019-06-30 18:45:08","2019-06-30 18:46:57",109,23.867,NA,NA,NA,"blue","magenta",6,5,75,5,6,6,5,74,5,6,6,5,65,6,5,1,0,0,0,-1,-9,-10,0,0,0,0,0,0,0,1,1,0,-1,-1,"High school graduate",56,"50+","Moderate"
184,1986,"Texas","5","Male","Independent",3,"Inoculation","2019-06-23 17:22:40","2019-06-23 17:28:19",338,"2019-06-30 13:30:12","2019-06-30 13:33:29",196,NA,NA,70.933,40.632,"blue","magenta",7,6,95,5,6,7,6,97,6,7,7,6,97,5,6,1,1,1,1,2,0,2,0,0,0,0,0,0,1,-1,0,1,-1,0,"Graduate degree",33,"30-49","Liberal"
185,1989,"New Jersey","5","Female","Independent",4,"Inoculation","2019-06-23 17:07:17","2019-06-23 17:11:57",280,"2019-06-30 12:20:22","2019-06-30 12:24:00",218,NA,NA,44.305,64.876,"blue","magenta",4,4,70,3,4,4,4,97,4,4,3,4,50,2,3,1,1,1,1,27,-47,-20,0,-1,-1,0,0,0,1,-2,-1,0,-1,-1,"Graduate degree",30,"30-49","Moderate"
186,1995,"Louisiana","4","Female","Independent",3,"Inoculation","2019-06-23 17:23:50","2019-06-23 17:29:44",353,"2019-06-30 15:01:49","2019-06-30 15:04:41",172,NA,NA,67.327,26.571,"blue","magenta",6,6,69,5,6,6,6,97,5,6,7,6,97,6,6,1,1,1,1,28,0,28,0,1,1,0,0,0,0,1,1,0,0,0,"Undergraduate degree",24,"18-29","Liberal"
187,1977,"Virginia","3","Female","Democrat",4,"Inoculation","2019-06-23 17:09:51","2019-06-23 17:16:09",377,NA,NA,NA,NA,NA,115.693,NA,"blue",NA,7,5,100,5,6,7,7,93,5,7,NA,NA,NA,NA,NA,0,1,0,1,-7,NA,NA,0,NA,NA,2,NA,NA,0,NA,NA,1,NA,NA,"Some college",42,"30-49","Moderate"
188,1988,"Tennessee","3","Female","Independent",2,"Consensus","2019-06-23 17:33:20","2019-06-23 17:36:09",169,"2019-06-30 19:58:18","2019-06-30 19:59:30",72,NA,7.459,NA,NA,"blue","magenta",7,7,87,7,7,7,6,97,7,7,7,6,98,6,7,1,1,0,0,10,1,11,0,0,0,-1,0,-1,0,-1,-1,0,0,0,"Some college",31,"30-49","Liberal"
189,1985,"Maryland","5","Female","Democrat",1,"Consensus","2019-06-23 17:21:49","2019-06-23 17:25:48",238,"2019-06-30 18:15:35","2019-06-30 18:17:17",101,NA,9.85,NA,NA,"blue","magenta",6,6,80,5,7,6,6,97,6,7,6,6,90,5,7,1,1,0,0,17,-7,10,0,0,0,0,0,0,1,-1,0,0,0,0,"Graduate degree",34,"30-49","Liberal"
190,1999,"Texas","2","Female","Republican",5,"Inoculation","2019-06-23 17:25:24","2019-06-23 17:29:34",249,"2019-06-30 15:14:29","2019-06-30 15:16:41",132,NA,NA,56.643,35.948,"blue","magenta",7,6,77,6,6,7,6,97,6,7,6,6,97,5,6,1,1,1,1,20,0,20,0,-1,-1,0,0,0,0,-1,-1,1,-1,0,"High school graduate",20,"18-29","Conservative"
191,1981,"Texas","4","Male","Democrat",3,"Consensus","2019-06-23 18:03:59","2019-06-23 18:06:18",139,"2019-06-30 18:15:50","2019-06-30 18:16:51",60,NA,8.098,NA,NA,"blue","magenta",7,5,80,6,6,7,6,97,6,6,6,5,82,5,5,1,1,0,0,17,-15,2,0,-1,-1,1,-1,0,0,-1,-1,0,-1,-1,"Undergraduate degree",38,"30-49","Liberal"
192,1984,"Tennessee","4","Male","Democrat",3,"Inoculation","2019-06-23 18:02:38","2019-06-23 18:04:54",135,"2019-06-30 13:41:42","2019-06-30 13:43:05",82,NA,NA,32.753,30.441,"blue","magenta",7,7,95,6,7,7,7,97,6,7,7,7,97,6,7,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",35,"30-49","Liberal"
193,1993,"Illinois","2","Male","Democrat",2,"Balanced","2019-06-23 18:03:55","2019-06-23 18:07:24",209,"2019-06-30 16:54:41","2019-06-30 16:58:03",201,NA,7.875,NA,44.878,"blue","magenta",7,7,99,7,7,7,7,97,7,7,7,6,97,7,7,1,1,1,0,-2,0,-2,0,0,0,0,-1,-1,0,0,0,0,0,0,"High school graduate",26,"18-29","Liberal"
194,1991,"California","4","Female","Democrat",4,"Inoculation","2019-06-23 17:35:46","2019-06-23 17:41:01",315,"2019-06-30 19:35:12","2019-06-30 19:36:56",103,NA,NA,114.684,28.057,"blue","magenta",7,5,65,6,7,6,7,97,7,7,7,6,97,7,7,1,1,1,1,32,0,32,-1,1,0,2,-1,1,1,0,1,0,0,0,"Undergraduate degree",28,"18-29","Moderate"
195,1990,"Louisiana","4","Female","Republican",5,"Control","2019-06-23 16:53:35","2019-06-23 16:57:50",254,"2019-06-30 15:45:31","2019-06-30 15:46:58",87,25.269,NA,NA,NA,"blue","magenta",5,5,61,4,5,5,5,60,4,5,4,4,55,4,5,1,0,0,0,-1,-5,-6,0,-1,-1,0,-1,-1,0,0,0,0,0,0,"Undergraduate degree",29,"18-29","Conservative"
196,1973,"Pennsylvania","3","Male","Independent",4,"Consensus","2019-06-23 17:56:08","2019-06-23 17:59:46",217,"2019-06-30 13:13:53","2019-06-30 13:14:49",56,NA,6.201,NA,NA,"blue","magenta",7,6,95,6,7,7,6,97,7,6,6,5,97,6,6,1,1,0,0,2,0,2,0,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,"Some college",46,"30-49","Moderate"
197,1970,"Colorado","3","Male","Independent",4,"Balanced","2019-06-23 17:40:15","2019-06-23 17:43:11",175,"2019-06-30 16:28:57","2019-06-30 16:31:07",130,NA,6.74,NA,30.471,"blue","magenta",1,2,93,1,3,3,2,97,1,2,7,5,97,1,5,1,1,1,0,4,0,4,2,4,6,0,3,3,0,0,0,-1,3,2,"Some college",49,"30-49","Moderate"
198,1999,"Georgia","3","Male","Republican",5,"Inoculation","2019-06-23 16:53:43","2019-06-23 16:57:09",205,NA,NA,NA,NA,NA,79.192,NA,"blue",NA,7,6,95,5,7,7,6,83,7,7,NA,NA,NA,NA,NA,0,1,0,1,-12,NA,NA,0,NA,NA,0,NA,NA,2,NA,NA,0,NA,NA,"Some college",20,"18-29","Conservative"
199,1995,"California","4","Female","Democrat",3,"Balanced","2019-06-23 16:54:49","2019-06-23 17:02:11",442,"2019-06-30 16:28:40","2019-06-30 16:31:05",145,NA,6.682,NA,26.924,"blue","magenta",7,7,91,7,7,7,7,97,7,7,7,6,97,7,7,1,1,1,0,6,0,6,0,0,0,0,-1,-1,0,0,0,0,0,0,"Undergraduate degree",24,"18-29","Liberal"
200,1985,"Pennsylvania","4","Male","Democrat",1,"Balanced","2019-06-23 17:51:44","2019-06-23 17:56:23",278,"2019-06-30 22:59:27","2019-06-30 23:02:49",202,NA,6.241,NA,71.58,"blue","magenta",7,6,95,7,7,7,6,97,7,7,7,6,97,7,6,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,-1,"Undergraduate degree",34,"30-49","Liberal"
201,1975,"North Carolina","3","Male","Independent",4,"Inoculation","2019-06-23 17:28:30","2019-06-23 17:32:43",253,"2019-06-30 13:45:23","2019-06-30 13:47:39",136,NA,NA,76.194,48.067,"blue","magenta",7,2,1,1,4,7,2,3,1,4,2,2,3,1,4,1,1,1,1,2,0,2,0,-5,-5,0,0,0,0,0,0,0,0,0,"Some college",44,"30-49","Moderate"
